productcode,productprice
E-BOOK3000,1055
E-BOOK4830,1701
E-BOOK5300,2995
E-BOOK5302,850
E-BOOK5304,1295
E-BOOK6000,1920
E-BOOK7000,3925
E-BOOK7002,10699
E-BOOK7010,7975
E-BUR9002,6450
E-BUR9004,7450
E-BUR9006,9795
E-BUR9008,10300
E-BUR9010,10795
E-BUR9020,12850
E-BUR9030,14750
E-BUR9040,19595
E-BUR9050,21795
E-BUR9060,26500
E-BURS1000,4100
E-BURS1010,4725
E-BURS1015,10800
E-BURS3020,3943
E-BURS9000,3850
E-BURS9002,7995
E-BURS9004,7295
E-CHECK1000,925
E-CHECK1002,664
E-CHECK1004,3445
E-CHECK1006,829
E-CHECK5000,1748
E-CHECK9000,2050
E-CHECK9005,3395
E-CHECK9010,5150
E-CHECKV-130,1195
E-COLL2042,6119
E-COLL2046,12733
E-COLL3000,64
E-COLL3010,3148
E-COLL4002,6460
E-COLL4004,7635
E-COLL5000,3695
E-COLL5005,0
E-COLL5022,6000
E-COUNT0005,13495
E-COUNT0007,13500
E-COUNT0009,15000
E-COUNT0011,11500
E-COUNT0015,3395
E-COUNT1000,695
E-COUNT1005,695
E-COUNT1010,3150
E-COUNT1012,3150
E-COUNT1030,1025
E-COUNT1035,1335
E-COUNT1040,815
E-COUNT1045,1085
E-COUNT1050,1405
E-COUNT1055,1465
E-COUNT1056,1565
E-COUNT1060,1125
E-COUNT1065,3100
E-COUNT1070,1485
E-COUNT1075,1270
E-COUNT1080,375
E-COUNT1081,375
E-COUNT1082,340
E-COUNT1085,410
E-COUNT1086,510
E-COUNT2000,329
E-COUNT2001,625
E-COUNT2005,439
E-COUNT2010,1795
E-COUNT2015,1995
E-COUNT2050,34.95
E-COUNT2200,259
E-COUNT2202,199.95
E-COUNT2203,169.99
E-COUNT2204,274
E-COUNT2206,279
E-COUNT2208,149.99
E-COUNT2209,189
E-COUNT2210,4199
E-COUNT2212,349
E-COUNT2214,109
E-COUNT2216,89
E-COUNT3000,429
E-COUNT3005,435
E-COUNT3015,569
E-COUNT3020,609
E-COUNT3025,189
E-COUNT3030,249
E-COUNT3032,265
E-COUNT3035,989
E-COUNT3036,4500
E-COUNT3200,279
E-COUNT3215,23.75
E-COUNT3216,35
E-COUNT3220,25.75
E-COUNT3225,8.99
E-COUNT3300,199
E-COUNT3301,219
E-COUNT3302,299
E-COUNT3305,349.95
E-COUNT3306,0
E-COUNT3307,469
E-COUNT3310,1699
E-COUNT3311,1799
E-COUNT3312,350
E-COUNT3316,499
E-COUNT3318,195
E-COUNT3320,210
E-COUNT3322,1995
E-COUNT3323,2795
E-COUNT3324,275
E-COUNT3325,599
E-COUNT3326,355
E-COUNT3328,1995
E-COUNT3329,0
E-COUNT3338,195
E-COUNT3340,210
E-COUNT3342,225
E-COUNT3400,325
E-COUNT3405,369
E-COUNT3415,459
E-COUNT3418,259
E-COUNT3420,289
E-COUNT3422,349
E-COUNT3425,1100
E-COUNT3430,1475
E-COUNT3435,1675
E-COUNT3440,1775
E-COUNT3445,419
E-COUNT3450,465
E-COUNT3455,609
E-COUNT3460,765
E-COUNT3465,685
E-COUNT3470,629
E-COUNT3475,869
E-COUNT3480,675
E-COUNT3482,525
E-COUNT3485,855
E-COUNT3490,975
E-COUNT3492,1395
E-COUNT3493,1597
E-COUNT3495,1100
E-COUNT3497,1895
E-COUNT3498,0
E-COUNT3499,0
E-COUNT3500,163.75
E-COUNT3502,141.25
E-COUNT3510,775
E-COUNT3512,855
E-COUNT3515,895
E-COUNT3517,975
E-COUNT3520,1095
E-COUNT3522,1175
E-COUNT3525,425
E-COUNT3530,479
E-COUNT3535,565
E-COUNT3600,24.95
E-COUNT3602,38.49
E-COUNT3605,43.85
E-COUNT3610,149
E-COUNT3612,91.5
E-COUNT3615,199
E-COUNT3620,249
E-COUNT3622,299.99
E-COUNT3624,199.95
E-COUNT3625,499
E-COUNT3626,299.99
E-COUNT3630,549
E-COUNT3632,219
E-COUNT3635,599
E-COUNT3636,329
E-COUNT3638,129.99
E-COUNT3640,249.99
E-COUNT3642,21
E-COUNT3644,34.95
E-COUNT3700,39.25
E-COUNT3702,29.99
E-COUNT3704,12.5
E-COUNT3706,159.99
E-COUNT3708,39.95
E-COUNT3712,15
E-COUNT4000,228
E-COUNT4002,189
E-COUNT4004,239
E-COUNT4005,375
E-COUNT4006,179
E-COUNT4008,279
E-COUNT4009,202.85
E-COUNT4010,245
E-COUNT4011,189
E-COUNT4012,255
E-COUNT4014,270
E-COUNT4016,402
E-COUNT4018,149
E-COUNT4020,210
E-COUNT4022,270
E-COUNT4024,699
E-COUNT4026,899
E-COUNT4028,1099
E-COUNT4030,819
E-COUNT4031,819
E-COUNT4032,359
E-COUNT4034,399
E-COUNT4036,419
E-COUNT4038,39.9
E-COUNT4040,39
E-COUNT4042,499
E-COUNT4044,599
E-COUNT4046,699
E-COUNT4048,1099
E-COUNT4050,209
E-COUNT4052,245
E-COUNT4210,41.99
E-COUNT6251,18.95
E-COUNT6252,18.95
E-COUNT9600,299
E-COUNT9602,409
E-CUTT1020,69
E-CUTT1025,159.95
E-CUTT1030,39.95
E-CUTT1040,44.95
E-CUTT1050,399
E-CUTT1055,249
E-CUTT1130,135
E-CUTT1140,149
E-CUTT1150,179
E-CUTT1160,279
E-CUTT1170,319
E-CUTT1180,154
E-CUTT1190,219
E-CUTT1195,379
E-CUTT1196,875
E-CUTT1200,139
E-CUTT1210,34.95
E-CUTT1220,39.95
E-CUTT1230,54.95
E-CUTT1280,419
E-CUTT1310,84.95
E-CUTT1320,114
E-CUTT1321,170
E-CUTT1330,229
E-CUTT1340,349
E-CUTT1350,689
E-CUTT1360,1089
E-CUTT1370,1499
E-CUTT1380,1999
E-CUTT1390,999
E-CUTT1400,1499
E-CUTT1410,1999
E-CUTT1420,0
E-CUTT1425,2599
E-CUTT1440,1799
E-CUTT1460,2299
E-CUTT1480,2699
E-CUTT1490,179
E-CUTT1500,389
E-CUTT1800,5699
E-CUTT1850,1899
E-CUTT2016,1169
E-CUTT2018,1304
E-CUTT2030,499
E-CUTT2032,380
E-CUTT2040,399
E-CUTT2045,269
E-CUTT2046,219
E-CUTT2047,199
E-CUTT2050,599
E-CUTT2055,319
E-CUTT2060,699
E-CUTT2070,1664
E-CUTT2080,2393
E-CUTT2105,13199
E-CUTT2115,16999
E-CUTT2120,3749
E-CUTT2130,7399
E-CUTT2132,7399
E-CUTT2135,13799
E-CUTT2140,8999
E-CUTT2144,8999
E-CUTT2148,12799
E-CUTT2150,5549
E-CUTT2154,15299
E-CUTT2155,23999
E-CUTT2170,1549
E-CUTT2175,2949
E-CUTT2180,8549
E-CUTT2185,4999
E-CUTT2190,5399
E-CUTT2195,10999
E-CUTT2200,1799
E-CUTT2205,3299
E-CUTT2210,4199
E-CUTT2212,4999
E-CUTT2215,0
E-CUTT2220,749
E-CUTT2225,10999
E-CUTT3000,751
E-CUTT3031,38.75
E-CUTT3041,39
E-CUTT3051,74
E-CUTT3053,29.85
E-CUTT3054,69
E-CUTT3055,344
E-CUTT3056,44.95
E-CUTT3057,64.95
E-CUTT3058,179
E-CUTT3065,150
E-CUTT3070,204
E-CUTT3080,79.85
E-CUTT3085,112.95
E-CUTT3090,137
E-CUTT3095,187.95
E-CUTT3100,300.95
E-CUTT3105,437.95
E-CUTT3107,147.65
E-CUTT3109,224
E-CUTT3110,11679
E-CUTT3130,12379
E-CUTT3150,9300.47
E-CUTT3170,11999
E-CUTT3190,12999
E-CUTT3200,5099
E-CUTT3220,5043
E-CUTT3240,799
E-CUTT3245,1199
E-CUTT3260,1220
E-CUTT3270,1286
E-CUTT3275,1633
E-CUTT3280,1630
E-CUTT3285,1360
E-CUTT3295,2445
E-CUTT3325,2495
E-CUTT3326,1699
E-CUTT3330,2799
E-CUTT4000,239
E-CUTT4010,264.6
E-CUTT4020,299
E-CUTT4025,319.5
E-CUTT4030,345.35
E-CUTT4040,387.7
E-CUTT4050,486
E-CUTT4060,559
E-CUTT4070,649
E-CUTT4072,799
E-CUTT4074,959
E-CUTT4076,1159
E-CUTT4078,1379
E-CUTT4080,1749
E-CUTT4082,1999
E-CUTT4084,2095
E-CUTT4086,225
E-CUTT4087,192.5
E-CUTT4088,239
E-CUTT4090,319
E-CUTT4091,389
E-CUTT4130,429
E-CUTT4170,693
E-CUTT4175,280
E-CUTT4190,3525
E-CUTT4200,3719
E-CUTT4210,3879
E-CUTT4220,4149
E-CUTT4230,4305
E-CUTT4240,4615
E-CUTT4250,5065
E-CUTT4251,29.85
E-CUTT4252,100
E-CUTT4253,109
E-CUTT4254,149
E-CUTT4255,0
E-CUTT4256,209
E-CUTT4260,659
E-CUTT4262,759
E-CUTT4264,895
E-CUTT4266,1065
E-CUTT4268,1235
E-CUTT4270,1649
E-CUTT4320,1030
E-CUTT4321,1224
E-CUTT4322,1250
E-CUTT4323,1363.5
E-CUTT4324,1395
E-CUTT4325,1760
E-CUTT4326,1495
E-CUTT4327,1773
E-CUTT4328,1690
E-CUTT4329,1975.5
E-CUTT4340,751.5
E-CUTT4342,873
E-CUTT4344,999
E-CUTT4346,1179
E-CUTT4348,1305
E-CUTT4402,765
E-CUTT4404,865
E-CUTT4406,960
E-CUTT4408,1060
E-CUTT4410,1160
E-CUTT4500,9.95
E-CUTT4505,58.25
E-CUTT4510,7.99
E-CUTT4515,79.85
E-CUTT4525,119.75
E-CUTT4535,129
E-CUTT4540,39.95
E-CUTT4550,49.85
E-CUTT4560,54.95
E-CUTT4565,24.99
E-CUTT4570,34.95
E-CUTT4572,44.95
E-CUTT4575,49.95
E-CUTT4577-WG,15.95
E-CUTT4579,14.85
E-CUTT4580,11.95
E-CUTT4585,16.95
E-CUTT4590,18.99
E-CUTT4595,24.95
E-CUTT4600,138.59
E-CUTT4605,109
E-CUTT4610,0
E-CUTT4615,124.95
E-CUTT4620,180.29
E-CUTT4625,74.95
E-CUTT4630,159
E-CUTT4635,139.95
E-CUTT4640,208.99
E-CUTT4645,19.95
E-CUTT4647,24.95
E-CUTT4650,60.19
E-CUTT4652,54.95
E-CUTT4655,59.95
E-CUTT4665,139.85
E-CUTT4670,179.85
E-CUTT4675,229
E-CUTT4680,513.1
E-CUTT4685,349
E-CUTT4690,15.99
E-CUTT4695,15.99
E-CUTT4700,235
E-CUTT4710,265
E-CUTT4720,305
E-CUTT4730,355
E-CUTT4740,455
E-CUTT4750,515
E-CUTT4760,595
E-CUTT4770,640
E-CUTT4780,685
E-CUTT4800,124.95
E-CUTT4805,2519
E-CUTT4810,189
E-CUTT4815,299
E-CUTT4820,54.5
E-CUTT4825,110
E-CUTT4830,1176
E-CUTT4835,87
E-CUTT4836,115
E-CUTT4837,155
E-CUTT4838,179.85
E-CUTT4840,481.5
E-CUTT4842,526.5
E-CUTT4844,567
E-CUTT4846,684
E-CUTT4848,760.5
E-CUTT4850,515
E-CUTT4860,535
E-CUTT4870,565
E-CUTT4880,625
E-CUTT4881,1075.5
E-CUTT4882,1165.5
E-CUTT4883,1255.5
E-CUTT4884,1372.5
E-CUTT4890,750
E-CUTT4892,925
E-CUTT4893,995
E-CUTT4894,1095
E-CUTT4895,1275
E-CUTT4896,1425
E-CUTT4900,660
E-CUTT4901,670.5
E-CUTT4902,705
E-CUTT4903,715.5
E-CUTT4904,770
E-CUTT4905,778.5
E-CUTT4906,880
E-CUTT4907,954
E-CUTT4908,1095
E-CUTT4909,1102.5
E-CUTT4910,1025
E-CUTT4911,922.5
E-CUTT4912,1125
E-CUTT4913,1098
E-CUTT4914,1197
E-CUTT4916,1341
E-CUTT4917,1210.5
E-CUTT4919,1377
E-CUTT4920,2695
E-CUTT4930,530
E-CUTT4935,365
E-CUTT4936,550
E-CUTT4940,2421
E-CUTT4945,2146.5
E-CUTT4950,245
E-CUTT4960,305
E-CUTT4965,455
E-CUTT4970,655
E-CUTT4975,595
E-CUTT4980,880
E-CUTT4982,832.5
E-CUTT4985,985.5
E-CUTT4990,1075.5
E-CUTT4996,3478.5
E-CUTT4998,3991.5
E-CUTT5400,5295
E-CUTT5405,10095
E-CUTT5450,1650
E-CUTT5455,2695
E-CUTT5460,3595
E-CUTT6000,9.95
E-CUTT6011,79.95
E-CUTT6020,109.85
E-CUTT6024,573.5
E-CUTT6025,699
E-CUTT6026,59.85
E-CUTT6027,74.95
E-CUTT6028,21
E-CUTT6030,912.36
E-CUTT6040,149
E-CUTT6050,232.03
E-CUTT6052,266.45
E-CUTT6053,44.95
E-CUTT6054,39.85
E-CUTT6055,159
E-CUTT6060,129
E-CUTT6065,89
E-CUTT6070,39.85
E-CUTT6072,54.95
E-CUTT6075,47.99
E-CUTT6077,13.5
E-CUTT6080,49.85
E-CUTT6081,24.95
E-CUTT6082,54.95
E-CUTT6084,87.3
E-CUTT6500,493
E-CUTT6505,660
E-CUTT6571,44.95
E-CUTT6572,64.95
E-CUTT6573,99.85
E-CUTT6580,229
E-CUTT6585,379
E-CUTT6590,583.45
E-CUTT6600,366.45
E-CUTT7000,469
E-CUTT7010,1150
E-CUTT7020,1450
E-CUTT7025,1095
E-CUTT7030,2565
E-CUTT7035,2565
E-CUTT7050,1095
E-CUTT7055,3595
E-CUTT7060,3595
E-CUTT7062,1295
E-CUTT7065,3595
E-CUTT7100,199
E-CUTT7102,98
E-CUTT7104,0
E-CUTT7105,599
E-CUTT7106,1799
E-CUTT7110,225
E-CUTT7300,47.99
E-CUTT7400,87.5
E-CUTT7402,0
E-CUTT7500,9.95
E-CUTT7510,149.75
E-CUTT7512,159.95
E-CUTT7514,34.95
E-CUTT7516,44.95
E-CUTT7520,179.99
E-CUTT7522,94.85
E-CUTT7524,29.95
E-CUTT7526,44.95
E-CUTT7528,29.85
E-CUTT7530,34.95
E-CUTT7532,19.95
E-CUTT7534,29.85
E-CUTT7535,249.85
E-CUTT7700,2380
E-CUTT7702,3785
E-CUTT7704,11485
E-CUTT7708,15059
E-CUTT8110,788
E-CUTT8120,900
E-CUTT8125,2275
E-CUTT8135,4295
E-CUTT8140,10690
E-CUTT8145,14099
E-CUTT8150,6395
E-CUTT8155,8950
E-CUTT8160,25550
E-CUTT8302,6000
E-CUTT8320,11500
E-CUTT8322,21000
E-CUTT8324,25000
E-CUTT8325,5200
E-CUTT8326,42000
E-CUTT8327,9800
E-CUTT8330,10900
E-CUTT8335,13500
E-CUTT8340,17700
E-CUTT8520,2545
E-CUTT8525,4645
E-CUTT8530,5145
E-CUTT8535,8575
E-CUTT8540,9895
E-CUTT8545,10995
E-CUTT8550,9995
E-CUTT8551,11095
E-CUTT8555,14500
E-CUTT8556,15995
E-CUTT8560,2995
E-CUTT8565,5995
E-CUTT8706,89.99
E-CUTT8708,75
E-CUTT8710,42.99
E-CUTT8712,569
E-CUTT8838,349
E-CUTT8838L-01,899.99
E-CUTT8838L-02,669.99
E-CUTT8838L-03,639.99
E-CUTT8838L-04,639.99
E-CUTT8838L-05,679.99
E-CUTT8838L-06,734.99
E-CUTT8838L-07,799.99
E-CUTT8838L-14,671.99
E-CUTT8838L-15,671.99
E-CUTT8838L-16,678.99
E-CUTT8838L-17,782.99
E-CUTT8838L-18,639.99
E-CUTT8838L-19,607.99
E-CUTT8838L-20,607.99
E-CUTT8838L-21,621.99
E-CUTT8838L-22,799.99
E-CUTT8838L-23,753.99
E-CUTT8838L-24,739.99
E-CUTT8838L-25,739.99
E-CUTT8838L-26,689.99
E-CUTT8838L-27,629.99
E-CUTT8838L-28,629.99
E-CUTT8838L-29,707.99
E-CUTT8838L-32,689.99
E-CUTT8838L-33,657.99
E-CUTT8838L-34,628.99
E-CUTT8838L-35,628.99
E-CUTT8838L-36,653.99
E-CUTT8838L-38,621.99
E-CUTT8838L-39,610.99
E-CUTT8838L-40,610.99
E-CUTT8838L-41,707.99
E-CUTT8838L-42,817.99
E-CUTT8838LS-01,1449
E-CUTT8838S-01,709.99
E-CUTT8838S-02,709.99
E-CUTT8838S-03,542.99
E-CUTT8838S-04,542.99
E-CUTT8838S-05,659.99
E-CUTT8838S-06,731.99
E-CUTT8840,250
E-CUTT8840L-01,547.99
E-CUTT8840L-02,547.99
E-CUTT8840S-01,547.99
E-CUTT8840S-02,547.99
E-CUTT8840S-04,294.99
E-CUTT8840S-05,294.99
E-CUTT8842,560
E-CUTT9010,2911.5
E-CUTT9012,2596.5
E-CUTT9020,760
E-CUTT9022,885
E-CUTT9024,995
E-CUTT9026,1145
E-CUTT9028,1275
E-CUTT9030,423
E-CUTT9032,535.5
E-CUTT9034,667
E-CUTT9036,783
E-CUTT9038,873
E-CUTT9040,620
E-CUTT9042,675
E-CUTT9044,720
E-CUTT9046,927
E-CUTT9048,1030
E-CUTT9050,1145
E-CUTT9052,1485
E-CUTT9054,1525.5
E-CUTT9056,1633.5
E-CUTT9058,1642.5
E-CUTT9060,1732.5
E-CUTT9062,1822.5
E-CUTT9100,44.75
E-CUTT9102,47
E-CUTT9104,49
E-CUTT9106,429
E-CUTT9108,599
E-CUTT9110,699
E-CUTT9112,34.25
E-CUTT9114,57.5
E-CUTT9116,63.5
E-CUTT9120,129
E-CUTT9122,149
E-CUTT9124,239
E-CUTT9126,299
E-CUTT9128,289
E-CUTT9130,1899
E-CUTT9300,445
E-CUTT9305,389
E-CUTT9310,191.95
E-CUTT9312,235
E-CUTT9314,298.95
E-CUTT9315,799.95
E-CUTT9316,537.49
E-CUTT9320,899.95
E-CUTT9321,601.99
E-CUTT9325,999.95
E-CUTT9326,668.75
E-CUTT9327,219.95
E-CUTT9330,89.85
E-CUTT9332,110.95
E-CUTT9335,45.95
E-CUTT9340,34.95
E-CUTT9342,29.95
E-CUTT9344,11.25
E-CUTT9346,16.95
E-CUTT9348,21.49
E-CUTT9350,11.25
E-CUTT9352,11.25
E-CUTT9354,18.25
E-CUTT9600,445
E-CUTT9602,1495
E-CUTT9605,239
E-CUTT9607,1399
E-CUTT9608,2995
E-CUTT9610,1495
E-CUTT9620,44.75
E-CUTT9621,55
E-CUTT9622,28.95
E-CUTT9700,345
E-CUTT9702,485
E-CUTT9704,6995
E-CUTT9706,9995
E-CUTT9708,599
E-CUTT9710,999
E-DECO3010,0
E-DECO5000,6395
E-DECO5005,8090
E-DECO5010,9795
E-DECO5015,11345
E-DRIL1000,1428
E-DRIL1010,0
E-DRIL2010,1232
E-DRIL2015,854
E-DRIL3000,1695
E-DRIL4030,4140
E-DRIL4040,5001.25
E-DRIL4050,1165.5
E-DRIL5010,1395
E-DRIL5015,2295
E-DRIL5020,6995
E-FAN1000,14.95
E-FAN1010,56.3
E-FAN1025,29
E-FAN1035,72.5
E-FAN1040,129
E-FAN1045,35
E-FAN1050,24
E-FAN1060,66.05
E-FAN1065,50.7
E-FILE20000,364.44
E-FILE20001,419.11
E-FILE20002,374.38
E-FILE20003,428.5
E-FILE20004,399.23
E-FILE20005,454.45
E-FILE20006,474.33
E-FILE20007,558.26
E-FILE20008,489.24
E-FILE20009,572.07
E-FILE20010,521.82
E-FILE20011,606.3
E-FILE20012,582.56
E-FILE20013,691.89
E-FILE20014,600.23
E-FILE20015,707.9
E-FILE20016,637.78
E-FILE20017,747.66
E-FILE20018,733.31
E-FILE20020,749.32
E-FILE20021,865.83
E-FILE20022,795.15
E-FILE20023,913.87
E-FILE20024,886.26
E-FILE20026,927.68
E-FILE20028,276.65
E-FILE20029,283.27
E-FILE20030,291.56
E-FILE20031,306.46
E-FILE20032,311.43
E-FILE20033,339.6
E-FILE20048,283.82
E-FILE20049,294.32
E-FILE20050,359.47
E-FILE20051,374.38
E-FILE20052,438.99
E-FILE20053,452.79
E-FILE20054,510.22
E-FILE20055,529.55
E-FILE20056,387.08
E-FILE20057,421.87
E-FILE20058,473.22
E-FILE20059,679.74
E-FILE20060,778.58
E-FILE20061,862.52
E-FILE20063,642.75
E-FILE20064,681.95
E-FILE20065,766.44
E-FILE20066,795.15
E-FILE20067,840.43
E-FILE20068,223.64
E-FILE20069,242.41
E-FILE20070,309.23
E-FILE20071,329.66
E-FILE20074-RH,326.34
E-FILE20077-RH,356.71
E-FILE20079,193.82
E-FILE20080,209.83
E-FILE20081-RH,254.56
E-FILE20084,278.3
E-FILE20084-RH,283.82
E-FILE20085,305.91
E-FILE20085-RH,311.43
E-FILE20086,247.93
E-FILE20087,268.36
E-FILE20088,287.69
E-FILE20089,316.4
E-FILE20090,193.82
E-FILE20091,209
E-FILE20092,214.8
E-FILE20092-RH,229.71
E-FILE20093,281.62
E-FOLD1005,2695
E-FOLD1015,3950
E-FOLD1025,5300
E-FOLD1040,4499
E-FOLD1045,10900
E-FOLD1050,2488
E-FOLD2000,899
E-FOLD2010,649
E-FOLD2012,714
E-FOLD2025,2249
E-FOLD2026,2429
E-FOLD2030,3239
E-FOLD2031,3464
E-FOLD2040,4229
E-FOLD2055,4139
E-FOLD3000,639
E-FOLD3005,1253
E-FOLD3007,4384
E-FOLD3010,5042
E-FOLD3020,6879
E-FOLD3030,6879
E-FOLD3055,1799
E-FOLD3080,119
E-FOLD3085,179
E-FOLD3100,249
E-FOLD3110,319
E-FOLD3120,997
E-FOLD3122,699
E-FOLD3130,2209
E-FOLD3132,1095
E-FOLD3135,4800
E-FOLD3137,7900
E-FOLD3140,2250
E-FOLD3145,3200
E-FOLD4000,229
E-FOLD4100,1139
E-FOLD4102,2999
E-FOLD5500,2145
E-FOLD5510,4385
E-FOLD5515,3725
E-FOLD5520,3335
E-FOLD5535,5945
E-FOLD5540,8945
E-FOLD6010,1425
E-FOLD6020,1720
E-FOLD6030,1475
E-FOLD6040,2300
E-FOLD6050,2499
E-FOLD6060,1425
E-FOLD6065,1369
E-FOLD6069,1499
E-FOLD6070,2836
E-FOLD6075,3700
E-FOLD6080,6995
E-FOLD6085,460
E-FOLD6090,1235
E-FOLD6095,1750
E-FOLD7000,1965
E-FOLD7010,3090
E-FOLD7015,3325
E-FOLD7016,5580
E-FOLD7020,4000
E-FOLD7050,5195
E-FOLD7055,11635
E-FOLD7060,6529
E-FOLD7065,0
E-FOLD7070,9045
E-FOLD8500,7995
E-FOLD900,359
E-FOLD9000,1995
E-FOLD9005,4995
E-FOLD901,349
E-FOLD9010,5095
E-FOLD9015,5095
E-FOLD9020,52750
E-FOLD9030,57995
E-FOLD9070,12450
E-FOLD9140,10895
E-FOLD9145,6550
E-FOLD9155,35995
E-FOLD9160,10350
E-FOLD9172,17250
E-FOLD9180,14195
E-FOLD9185,20155
E-FOLD9190,21345
E-FOLD9195,22195
E-FOLD9200,26795
E-FOLD9205,27595
E-FOLD9210,30895
E-FOLD9215,34995
E-FOLD9220,35465
E-FOLD9225,36709
E-FOLD9230,40349
E-FOLD9232,4650
E-FOLD9234,850
E-FOLD9235,2595
E-FOLD9238,2995
E-FOLD9240,5417
E-FOLD9242,4050
E-FOLD9245,8995
E-FOLD9250,25595
E-FOLD9255,27195
E-FOLD9260,31095
E-FOLD9265,31950
E-FOLD9270,595
E-FOLD9275,1295
E-FOLD9280,2395
E-FOLD9282,3250
E-FOLD9284,53750
E-FOLD9286,37250
E-FOLD9288,17995
E-FOLD9334,31095
E-JOGG1000,459
E-JOGG1050,499
E-JOGG1055,479
E-JOGG1060,1675
E-JOGG1065,1235
E-JOGG1075,1340
E-JOGG1080,1545
E-JOGG1085,2675
E-JOGG1090,2775
E-JOGG1095,2875
E-JOGG2010,895
E-JOGG2050,1979
E-JOGG2055,1124
E-JOGG3000,449
E-JOGG3010,1595
E-JOGG5000,625
E-JOGG5010,625
E-JOGG5020,625
E-JOGG7000,650
E-JOGG7002,2685
E-JOGG7005,1350
E-JOGG7010,850
E-JOGG7020,1150
E-JOGG7030,1895
E-JOGG7035,1225
E-JOGG7038,975
E-JOGG7040,1095
E-JOGG7050,2295
E-LAM3000,8265
E-LAM3010,12850
E-LAM3012,9170
E-LAM3015,6315
E-LAM3020,6995
E-LAM3025,6957
E-LAM3026,5809
E-LAM3028,5665
E-LAM3030,1725
E-LAM3032,2859
E-LAM3036,2415
E-LAM3037,1799
E-LAM3038,5570
E-LAM3040,7532
E-LAM3042,8182
E-LAM3044,5740
E-LAM3046,3719
E-LAM3048,2619
E-LAM3052,299
E-LAM3054,782
E-LAM3056,789
E-LAM3058,929
E-LAM3060,1079
E-LAM5085,2654.29
E-LAM5086,1734
E-LAM5100,1599
E-LAM5100-B,1849
E-LAM5125,6419.24
E-LAM5130,7569.49
E-LAM5131,16552.45
E-LAM5132,4933.76
E-LAM5133,11389.76
E-LAM5151,1812.41
E-LAM5152,8662.03
E-LAM5155,4115.83
E-LAM5170,86.52
E-LAM5185,199
E-LAM5195,259
E-LAM5200,399
E-LAM5205,1811
E-LAM5215,699
E-LAM5220,1499
E-LAM5230,1799
E-LAM5241,343.74
E-LAM5242,149.94
E-LAM5255,28847.17
E-LAM5260,31453.67
E-LAM5265,42738.59
E-LAM5270,459
E-LAM5275,1699
E-LAM5280,1699
E-LAM5310,2595
E-LAM5315,6695
E-LAM5325,562
E-LAM5330,273.82
E-LAM5331,258
E-LAM5335,192.38
E-LAM5340,800
E-LAM5345,425
E-LAM5350,479.62
E-LAM5355,96.49
E-LAM5358,51
E-LAM5360,66
E-LAM5370,428.65
E-LAM5372,288.5
E-LAM5374,185
E-LAM5376,136.99
E-LAM5378,77.85
E-LAM5380,56.25
E-LAM5382,39.95
E-LAM7000,1824
E-LAM7010,1970
E-LAM7020,3151.2
E-LAM7060,4824
E-LAM7100,1095
E-LAM7105,1365
E-LAM7115,5299
E-LAM7120,3700
E-LAM7130,4545
E-LAM7135,9673
E-LAM7140,15211
E-LAM7145,10877
E-LAM7200,15717
E-LAM7204,18163
E-LAM7206,9146
E-LAM7208,9578
E-LAM7210,23688
E-LAM7212,28612
E-LAM7500,195.95
E-LAM7510,149.95
E-LAM7520,84.95
E-LAM7521,53.25
E-LAM7523,34.95
E-LAM7524,49.85
E-LAM7525,104.95
E-LAM7526,149.95
E-LAM7527,74.95
E-LAM7528,54.95
E-LAM7529,29.99
E-LAM7530,249.95
E-LAM7532,57.75
E-LAM7534,41.95
E-LAM7540,299.95
E-LAM7542,94.85
E-LAM7544,119
E-LAM7546,749.99
E-LAM7548,749
E-LAM7550,399.95
E-LAM7560,699.95
E-LAM7565,84.75
E-LAM7566,229.95
E-LAM7567,99.75
E-LAM7568,84.99
E-LAM7569,109
E-LAM7571,399
E-LAM7572,199.85
E-LAM7576,499.95
E-LAM7577,259
E-LAM7580,39
E-LAM7581,54.95
E-LAM7582,399.89
E-LAM7584,299.95
E-LAM7585,314.95
E-LAM7586,169.85
E-LAM8000,275
E-LAM8005,329
E-LAM8010,349
E-LAM8015,495
E-LAM8030,299
E-LAM8040,449
E-LAM8100,1699
E-LAM8101,1849
E-LAM8102,1399
E-LAM8105,2399
E-LAM8110,1999
E-LAM8115,2099
E-LAM8120,2799
E-LAM8140,10480
E-LAM8152,7999.85
E-LAM8154,8849
E-LAM8156,11439
E-LAM8158,12999
E-LAM8230,99.95
E-LAM8235,149.95
E-LAM8240,149.95
E-LAM8245,0
E-LAM8250,8120
E-LAM8255,5999
E-LAM8500,249
E-LAM8502,199.85
E-LAM8504,229
E-LAM8510,469
E-LAM8515,169
E-LAM8516,199
E-LAM8520,249
E-LAM8521,229
E-LAM8525,289
E-LAM8530,199
E-LAM8535,225
E-LAM8540,499
E-LAM8542,519
E-LAM8544,975
E-LAM8546,1249
E-LAM8700,49.95
E-LAM8702,129.99
E-LAM8704,199.99
E-LAM8706,129
E-LAM8708,229
E-LAM8710,350
E-LAM8720,2849.95
E-LAM8722,475
E-LAM8726,1079.99
E-LAM8728,269
E-LAM8732,3995.99
E-LAM8734,1825
E-LAM8735,1284
E-LAM8736,1345
E-LAM8738,420
E-LAM8740,375
E-LAM8742,325
E-LAM8744,399
E-LAM8746,229
E-LAM8748,245
